tree_index,birth_rate,death_rate,extant_species,sampled_species,transfer_rate,seed
43,1.0,0.0,6000,60,0.025,648659746
44,1.0,0.0,6000,60,0.025,57876619
45,1.0,0.0,6000,60,0.025,696803752
46,1.0,0.0,6000,60,0.025,751407986
47,1.0,0.0,6000,60,0.025,258750596
48,1.0,0.0,6000,60,0.025,782290810
49,1.0,0.0,6000,60,0.025,1044100583
50,1.0,0.0,6000,60,0.025,1005874444
51,1.0,0.0,6000,60,0.025,775263355
52,1.0,0.0,6000,60,0.025,685608904
53,1.0,0.0,6000,60,0.025,488049562
54,1.0,0.0,6000,60,0.025,384559836
55,1.0,0.0,6000,60,0.025,721151544
56,1.0,0.0,6000,60,0.025,963942215
57,1.0,0.0,6000,60,0.025,112629144
58,1.0,0.0,6000,60,0.025,721723981
59,1.0,0.0,6000,60,0.025,990927407
60,1.0,0.0,6000,60,0.025,282196330
61,1.0,0.0,6000,60,0.025,994978517
62,1.0,0.0,6000,60,0.025,805033504
63,1.0,0.0,6000,60,0.025,390393137
64,1.0,0.0,6000,60,0.025,541395760
65,1.0,0.0,6000,60,0.025,746985291
66,1.0,0.0,6000,60,0.025,1005479030
67,1.0,0.0,6000,60,0.025,234034180
68,1.0,0.0,6000,60,0.025,996122405
69,1.0,0.0,6000,60,0.025,385632326
70,1.0,0.0,6000,60,0.025,975823413
71,1.0,0.0,6000,60,0.025,260947144
72,1.0,0.0,6000,60,0.025,457020434
73,1.0,0.0,6000,60,0.025,488010263
74,1.0,0.0,6000,60,0.025,1002198695
75,1.0,0.0,6000,60,0.025,797168708
76,1.0,0.0,6000,60,0.025,133061967
77,1.0,0.0,6000,60,0.025,288961689
78,1.0,0.0,6000,60,0.025,1030483417
79,1.0,0.0,6000,60,0.025,35700760
80,1.0,0.0,6000,60,0.025,867147765
81,1.0,0.0,6000,60,0.025,692265547
82,1.0,0.0,6000,60,0.025,877486139
83,1.0,0.0,6000,60,0.025,194544162
84,1.0,0.0,6000,60,0.025,981615763
85,1.0,0.0,6000,60,0.025,762994251
86,1.0,0.0,6000,60,0.025,920986342
87,1.0,0.0,6000,60,0.025,97307416
88,1.0,0.0,6000,60,0.025,725968564
89,1.0,0.0,6000,60,0.025,1034793039
90,1.0,0.0,6000,60,0.025,461378076
91,1.0,0.0,6000,60,0.025,355069608
92,1.0,0.0,6000,60,0.025,271331618
93,1.0,0.0,6000,60,0.025,1041585817
94,1.0,0.0,6000,60,0.025,770840244
95,1.0,0.0,6000,60,0.025,930735970
96,1.0,0.0,6000,60,0.025,372734935
97,1.0,0.0,6000,60,0.025,670627093
98,1.0,0.0,6000,60,0.025,126576315
99,1.0,0.0,6000,60,0.025,559447288
100,1.0,0.0,6000,60,0.025,368092506
101,1.0,0.0,6000,60,0.025,338070257
102,1.0,0.0,6000,60,0.025,395606974
103,1.0,0.0,6000,60,0.025,238176395
104,1.0,0.0,6000,60,0.025,287710138
105,1.0,0.0,6000,60,0.025,145910206
106,1.0,0.0,6000,60,0.025,661962524
107,1.0,0.0,6000,60,0.025,123557999
108,1.0,0.0,6000,60,0.025,853433056
109,1.0,0.0,6000,60,0.025,561398266
110,1.0,0.0,6000,60,0.025,379522137
111,1.0,0.0,6000,60,0.025,36549970
112,1.0,0.0,6000,60,0.025,517072184
113,1.0,0.0,6000,60,0.025,630767541
114,1.0,0.0,6000,60,0.025,824260080
115,1.0,0.0,6000,60,0.025,342871260
116,1.0,0.0,6000,60,0.025,800704670
117,1.0,0.0,6000,60,0.025,642198559
118,1.0,0.0,6000,60,0.025,581282253
119,1.0,0.0,6000,60,0.025,159596457
120,1.0,0.0,6000,60,0.025,719315990
121,1.0,0.0,6000,60,0.025,587755260
122,1.0,0.0,6000,60,0.025,224716385
123,1.0,0.0,6000,60,0.025,72631275
124,1.0,0.0,6000,60,0.025,324863825
125,1.0,0.0,6000,60,0.025,621230307
126,1.0,0.0,6000,60,0.025,666782950
127,1.0,0.0,6000,60,0.025,604283407
128,1.0,0.0,6000,60,0.025,533375384
129,1.0,0.0,6000,60,0.025,161855440
130,1.0,0.0,6000,60,0.025,513182814
131,1.0,0.0,6000,60,0.025,44548623
132,1.0,0.0,6000,60,0.025,630872658
133,1.0,0.0,6000,60,0.025,609132714
134,1.0,0.0,6000,60,0.025,226662953
135,1.0,0.0,6000,60,0.025,525897221
136,1.0,0.0,6000,60,0.025,435307979
137,1.0,0.0,6000,60,0.025,616966104
138,1.0,0.0,6000,60,0.025,326569673
139,1.0,0.0,6000,60,0.025,564696592
140,1.0,0.0,6000,60,0.025,998751862
141,1.0,0.0,6000,60,0.025,645961908
142,1.0,0.0,6000,60,0.025,620550522
143,1.0,0.0,6000,60,0.025,604873065
144,1.0,0.0,6000,60,0.025,859526011
145,1.0,0.0,6000,60,0.025,773478628
146,1.0,0.0,6000,60,0.025,616578516
147,1.0,0.0,6000,60,0.025,149474947
148,1.0,0.0,6000,60,0.025,1035332891
149,1.0,0.0,6000,60,0.025,274208782
