tree_index,birth_rate,death_rate,extant_species,sampled_species,transfer_rate,seed
102,1.0,0.0,300,60,0.025,179240488
103,1.0,0.0,300,60,0.025,873433543
104,1.0,0.0,300,60,0.025,786772571
105,1.0,0.0,300,60,0.025,518841074
106,1.0,0.0,300,60,0.025,799474137
107,1.0,0.0,300,60,0.025,30859621
108,1.0,0.0,300,60,0.025,112957995
109,1.0,0.0,300,60,0.025,210579470
110,1.0,0.0,300,60,0.025,635276073
111,1.0,0.0,300,60,0.025,373235346
112,1.0,0.0,300,60,0.025,821307744
113,1.0,0.0,300,60,0.025,207859775
114,1.0,0.0,300,60,0.025,75961809
115,1.0,0.0,300,60,0.025,18058352
116,1.0,0.0,300,60,0.025,207950625
117,1.0,0.0,300,60,0.025,197778942
118,1.0,0.0,300,60,0.025,129095682
119,1.0,0.0,300,60,0.025,962616013
120,1.0,0.0,300,60,0.025,15959050
121,1.0,0.0,300,60,0.025,1073295042
122,1.0,0.0,300,60,0.025,645276709
123,1.0,0.0,300,60,0.025,715490292
124,1.0,0.0,300,60,0.025,904383017
125,1.0,0.0,300,60,0.025,175851479
126,1.0,0.0,300,60,0.025,82880436
127,1.0,0.0,300,60,0.025,986469396
128,1.0,0.0,300,60,0.025,659475072
129,1.0,0.0,300,60,0.025,450584893
130,1.0,0.0,300,60,0.025,349700832
131,1.0,0.0,300,60,0.025,599162228
132,1.0,0.0,300,60,0.025,128658505
133,1.0,0.0,300,60,0.025,578890002
134,1.0,0.0,300,60,0.025,311094224
135,1.0,0.0,300,60,0.025,982186376
136,1.0,0.0,300,60,0.025,1044274477
137,1.0,0.0,300,60,0.025,427600563
138,1.0,0.0,300,60,0.025,880400020
139,1.0,0.0,300,60,0.025,687817643
140,1.0,0.0,300,60,0.025,942336388
141,1.0,0.0,300,60,0.025,364565087
142,1.0,0.0,300,60,0.025,442089661
143,1.0,0.0,300,60,0.025,998395054
144,1.0,0.0,300,60,0.025,1062913283
145,1.0,0.0,300,60,0.025,135534142
146,1.0,0.0,300,60,0.025,983782664
147,1.0,0.0,300,60,0.025,354118064
148,1.0,0.0,300,60,0.025,791614400
149,1.0,0.0,300,60,0.025,211427844
