tree_index,birth_rate,death_rate,extant_species,sampled_species,transfer_rate,seed
111,1.0,0.0,600,60,0.025,500354989
112,1.0,0.0,600,60,0.025,283555152
113,1.0,0.0,600,60,0.025,1072912870
114,1.0,0.0,600,60,0.025,743626440
115,1.0,0.0,600,60,0.025,817898282
116,1.0,0.0,600,60,0.025,451902502
117,1.0,0.0,600,60,0.025,46750653
118,1.0,0.0,600,60,0.025,491830935
119,1.0,0.0,600,60,0.025,752305389
120,1.0,0.0,600,60,0.025,82968313
121,1.0,0.0,600,60,0.025,570636131
122,1.0,0.0,600,60,0.025,76471501
123,1.0,0.0,600,60,0.025,726448664
124,1.0,0.0,600,60,0.025,157202700
125,1.0,0.0,600,60,0.025,769688870
126,1.0,0.0,600,60,0.025,947949
127,1.0,0.0,600,60,0.025,483344507
128,1.0,0.0,600,60,0.025,387251972
129,1.0,0.0,600,60,0.025,31536600
130,1.0,0.0,600,60,0.025,540491991
131,1.0,0.0,600,60,0.025,357146278
132,1.0,0.0,600,60,0.025,836601772
133,1.0,0.0,600,60,0.025,312707305
134,1.0,0.0,600,60,0.025,1007271682
135,1.0,0.0,600,60,0.025,201431254
136,1.0,0.0,600,60,0.025,584966909
137,1.0,0.0,600,60,0.025,232143595
138,1.0,0.0,600,60,0.025,335973820
139,1.0,0.0,600,60,0.025,486716548
140,1.0,0.0,600,60,0.025,459239286
141,1.0,0.0,600,60,0.025,1017771823
142,1.0,0.0,600,60,0.025,918565462
143,1.0,0.0,600,60,0.025,81528959
144,1.0,0.0,600,60,0.025,23296282
145,1.0,0.0,600,60,0.025,910251672
146,1.0,0.0,600,60,0.025,1061197323
147,1.0,0.0,600,60,0.025,385198449
148,1.0,0.0,600,60,0.025,439010872
149,1.0,0.0,600,60,0.025,462644905
